煜煜 yu4yu4 dazzling; bright
煜熠 yu4yi4 bright
熠煜 yi4yu4 to shine; to glitter" 
煺 tui4 "火 huo3, 人 ren2, 退 tui4, 辶 chuo4, 艮 gen3"  退蜕褪 1819 "煺 tui4 to pluck poultry or depilate pigs using hot water" 
滟 yan4 "氵 shui3, ㇀ ti2, 艳 yan4, 丰 feng1, 三 san1, 二 er4, 色 se4, ⺈ yi4, 巴 ba1, 巳 si4"  厌砚咽艳唁宴验谚堰雁焰彦晏焱酽 1820 "滟 yan4 tossing of billows" 
溱 zhen1 "氵 shui3, ㇀ ti2, 秦 qin2, 禾 he2, 木 mu4, 十 shi2"  贞针侦珍真斟帧胗桢砧祯蓁甄榛箴臻 1821 "溱 zhen1 name of a river" 
溘 ke4 "氵 shui3, ㇀ ti2, 盍 he2, 去 qu4, 土 tu3, 十 shi2, 厶 si1, 皿 min3"  克刻客课恪氪骒缂锞 1822 "溘 ke4 suddenly
溘然 ke4ran2 suddenly" 
漭 mang3 "氵 shui3, ㇀ ti2, 莽 mang3, 艹 cao3, 十 shi2, 犬 quan3, 大 da4, 人 ren2, 廾 gong3"  莽蟒 1823 "漭 mang3 vast; expansive (of water)
溟漭 ming2mang3 vast and boundless" rare
滢 ying2 "氵 shui3, ㇀ ti2, 莹 ying2, 玉 yu4, 土 tu3, 十 shi2"  迎荧盈莹萤营蝇赢茔萦蓥楹嬴瀛溁 1824 "滢 ying2 clear; limpid (of water)" 
溥 pu3 "氵 shui3, ㇀ ti2, 尃 fu1, 甫 fu3, 寸 cun4" "薄 bo4, 簿 bu4, 欂 bo2, 礴 bo2" 朴圃浦普谱氆蹼镨 1825 "溥 pu3 extensive; pervading
溥俊 pu3jun4 a qing prince who was the designated successor to emperor guangxu until the boxer uprising" 
溽 ru4 "氵 shui3, ㇀ ti2, 辱 ru3, 辰 chen2, 厂 chang3, 二 er4, 寸 cun4"  入褥洳蓐缛 1826 "溽 ru4 damp; muggy" 
裟 sha1 "沙 sha1, 氵 shui3, ㇀ ti2, 少 shao3, 衣 yi1, 亠 tou2"  杀沙纱刹砂煞鲨莎铩痧 1827  
溻 ta1 "氵 shui3, ㇀ ti2"  他它她塌趿铊遢褟 1828 "溻 ta1 (of clothes) to be soaked with sweat" 
溷 hun4 "氵 shui3, ㇀ ti2, 圂 hun4, 囗 wei2, 豕 shi3"  混诨 1829 "溷 hun4 privy; animal pen; muddy; disordered; to disturb" rare
滗 bi4 "氵 shui3, ㇀ ti2, 笔 bi3, 毛 mao2, 二 er4"  币必毕闭庇毙痹碧蔽弊壁避臂璧畀荜 1830 "滗 bi4 to drain; to strain; to decant" 
滫 xiu3 "氵 shui3, ㇀ ti2, 脩 xiu1, 攸 you1, 攵 pu1, 乂 yi4, 月 yue4"  朽 1831 "滫 xiu3 (literary) water that was used to rinse rice and has become smelly; befouled water" rare
滏 fu3 "氵 shui3, ㇀ ti2, 釜 fu3, 父 fu4, 八 ba1, 乂 yi4, 王 wang2, 土 tu3, 十 shi2"  抚甫斧府俯辅脯腐拊釜腑黼㕮𫖯簠 1832 "滏 fu3 name of a river in hebei" 
滃 weng3 "氵 shui3, ㇀ ti2, 翁 weng1, 公 gong1, 八 ba1, 厶 si1, 羽 yu3, 习 xi2"  蓊 1833 "滃 weng3 (of clouds) to rise; (of water) to swell" unique
溟 ming2 "氵 shui3, ㇀ ti2, 冥 ming2, 冖 mi4, 日 ri4, 囗 wei2, 六 liu4, 亠 tou2, 八 ba1"  名明鸣冥铭茗暝瞑螟洺 1834 "溟 ming2 to drizzle; sea
溟岛 ming2dao3 an island in the sea
溟池 ming2chi2 the northern sea
溟海 ming2hai3 a dark sea
溟溟 ming2ming2 drizzling; gloomy; dim; obscure" 
滪 yu4 "氵 shui3, ㇀ ti2, 预 yu4, 予 yu3, 龴 jue2, 页 ye4, 贝 bei4, 人 ren2"  玉芋郁育狱浴预域欲遇喻御寓裕愈誉 1835 "滪 yu4 (place name in sichuan)" 
慊 qian4 "忄 xin1, 兼 jian1, 䒑 cao3, 卄 nian4, 十 shi2, 八 ba1"  欠嵌歉芡茜倩堑椠伣𬘬蒨 1836 "慊 qian4 dissatisfied" 
鲎 hou4 "鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2"  后厚候逅郈垕堠鲘 1837 "鲎 hou4 horseshoe crab
鲎鱼 hou4yu2 horseshoe crab (tachypleus tridentatus)" 
骞 qian1 "马 ma3"  千迁牵铅谦签仟阡扦芊佥钎悭愆鹐 1838 "骞 qian1 defective; raise
张骞 zhang1qian1 zhang qian (-114 bc), han dynasty explorer of 2nd century bc" 
窣 su1 "穴 xue2, 宀 mian2, 冖 mi4, 八 ba1, 卒 zu2, 十 shi2"  苏酥稣甦 1839  
褚 zhu3 "衤 yi1, 者 zhe3, 土 tu3, 十 shi2, 日 ri4, 囗 wei2"  主拄煮嘱瞩渚麈𬣞 1840 "褚 zhu3 padding (in garment); to store up; pocket" 
裾 ju1 "衤 yi1, 居 ju1, 尸 shi1, 古 gu3, 十 shi2, 口 kou3"  拘居驹鞠苴狙疽掬琚趄椐锔雎鞫岨 1841 "裾 ju1 garment" 
裰 duo1 "衤 yi1, 叕 zhuo2, 又 you4"  多咄哆掇剟㙍 1842 "裰 duo1 to mend clothes
直裰 zhi2duo1 robe worn by priests, monks and scholars
补裰 bu3duo1 to mend clothes" 
禊 xi4 "卜 bu3, 契 qi4, 丰 feng1, 三 san1, 二 er4, 刀 dao1, 大 da4, 人 ren2"  戏系细隙饩郤阋舄潟屃咥绤 1843 "禊 xi4 semiannual ceremony of purification
修禊 xiu1xi4 to hold a semiannual ceremony of purification
祓禊 fu2xi4 exorcistic ablutions" 
嫫 mo2 "女 nü3, 莫 mo4, 艹 cao3, 十 shi2, 日 ri4, 囗 wei2, 大 da4, 人 ren2"  馍摹模膜摩磨蘑魔谟麽嬷藦 1844 "嫫 mo2 ugly woman" 
嫒 ai4 "女 nü3, 爱 ai4, 冖 mi4, 友 you3, 又 you4"  艾爱隘碍砹嗌叆暧瑷 1845 "嫒 ai4 your daughter (honorific)" 
媸 chi1 "女 nü3, 蚩 chi1, 屮 che4, 凵 kan3, 虫 chong2, 中 zhong1, 口 kou3, ㇀ ti2"  吃痴哧鸱蚩眵笞嗤螭魑𫄨瓻摛 1846 "媸 chi1 ugly woman" 
缙 jin4 "纟 si1, ㇀ ti2, 晋 jin4, 亚 ya4, 业 ye4, 䒑 cao3, 日 ri4, 囗 wei2"  尽进近劲晋浸禁妗荩浕烬靳觐噤赆 1847 "缙 jin4 red silk" 
缟 gao3 "纟 si1, ㇀ ti2, 高 gao1, 亠 tou2, 口 kou3"  搞镐稿杲槁藁 1848 "缟 gao3 plain white silk
缟素 gao3su4 white silk mourning dress" 
缣 jian1 "纟 si1, ㇀ ti2, 兼 jian1, 䒑 cao3, 卄 nian4, 十 shi2, 八 ba1"  尖奸歼坚间肩艰监兼煎菅笺犍湔缄搛 1849 "缣 jian1 thick waterproof silk" 
耥 tang1 "耒 lei3, 未 wei4, 木 mu4, 十 shi2, 尚 shang4, 口 kou3"  汤嘡羰镗蹚铴 1850  
璈 ao2 "敖 ao2, 士 shi4, 十 shi2, 方 fang1, 万 wan4, 攵 pu1, 乂 yi4"  熬敖遨嗷獒聱螯翱鳌鏖嶅廒 1851 "璈 ao2 (mus. instr.)" 
觏 gou4 "冓 gou4, 冉 ran3, 土 tu3, 十 shi2, 见 jian4, 儿 er2"  构购垢够诟彀媾姤遘雊 1852 "觏 gou4 complete; meet unexpectedly; see" 
慝 te4 "匿 ni4, 若 ruo4, 艹 cao3, 十 shi2, 右 you4, 口 kou3, 心 xin1"  特忑铽 1853 "慝 te4 evil thought" 
嫠 li2 "女 nü3"  厘狸离梨犁漓璃黎篱骊鹂喱蓠蜊缡 1854 "嫠 li2 widow
嫠妇 li2fu4 widow (formal)
嫠节 li2jie2 chastity of a widow (old usage)
恤嫠 xu4li2 to give relief to widows" 
叆 ai4 "云 yun2, 二 er4, 厶 si1, 爱 ai4, 冖 mi4, 友 you3, 又 you4"  艾爱隘碍砹嗌嫒暧瑷 1855 "叆 ai4 misty; cloudy sky; dark; obscure
叆叇 ai4dai4 (literary) heavy (clouds); eyeglasses
叆叆 ai4ai4 misty" 
摽 biao1 "扌 shou3, ㇀ ti2, 票 piao4, 口 kou3, 示 shi4, 二 er4, 小 xiao3, 八 ba1"  标彪杓飑骠膘飙镖镳骉幖熛瘭儦藨瀌 1856 "摽 biao1 (literary) to wave away; to discard" 
墁 man4 "土 tu3, 十 shi2, 曼 man4, 曰 yue1, 囗 wei2, 罒 wang3, 又 you4"  曼蔓漫慢谩幔缦镘𬜬 1857 "墁 man4 to plaster" 
撄 ying1 "扌 shou3, ㇀ ti2, 婴 ying1, 女 nü3"  英莺婴樱鹦鹰瑛嘤罂缨璎膺䓨媖锳 1858 "撄 ying1 oppose; to attack" 
翥 zhu4 "者 zhe3, 土 tu3, 十 shi2, 日 ri4, 囗 wei2, 羽 yu3, 习 xi2, ㇀ ti2"  助住贮注驻柱祝著蛀铸筑伫苎杼炷 1859 "翥 zhu4 to soar" 
踅 chi4 "折 zhe2, 扌 shou3, ㇀ ti2, 斤 jin1, 足 zu2, 口 kou3, 人 ren2"  斥赤翅叱饬炽敕啻瘛彳痓傺 1860 "踅 chi4 walk with one leg
踅摸 xue2mo5 to look for; to seek (colloq.)" 
摭 zhi2 "扌 shou3, ㇀ ti2, 庶 shu4, 广 guang3, 厂 chang3, 廿 nian4, 卄 nian4, 十 shi2, 灬 huo3"  执直侄值职植殖埴跖踯絷 1861 "摭 zhi2 pick up; to select" 
墉 yong1 "土 tu3, 十 shi2, 庸 yong1, 广 guang3, 厂 chang3"  佣拥庸痈邕雍慵镛壅臃鳙饔鄘澭 1862 "墉 yong1 fortified wall; city wall
墉垣 yong1yuan2 city wall" 
墒 shang1 "土 tu3, 十 shi2, 商 shang1, 亠 tou2, 冏 jiong3, 八 ba1, 口 kou3"  伤商殇觞熵 1863 "墒 shang1 plowed earth; soil moisture; furrow
保墒 bao3shang1 preservation of soil moisture
墒土 shang1tu3 plowed earth; moist soil
墒情 shang1qing2 the state of moisture in the soil (and whether it can support a crop)" 
綦 qi2 "其 qi2, 共 gong4, 卄 nian4, 十 shi2, 八 ba1, 糸 mi4, 幺 yao1, 厶 si1, 小 xiao3"  齐其奇歧祈脐崎骑棋旗鳍亓祁圻芪岐 1864 "綦 qi2 dark gray; superlative; variegated
綦江 qi2jiang1 qijiang suburban county in chongqing municipality, formerly in sichuan" 
靺 mo4 "革 ge2, 末 mo4, 木 mu4, 十 shi2"  末茉沫陌莫漠寞墨默殁秣蓦貊瘼貘 1865 "靺 mo4 name of a tribe; socks; stockings" 
鞅 yang1 "革 ge2, 央 yang1, 大 da4, 人 ren2"  央殃鸯秧泱咉 1866 "鞅 yang1 martingale (part of a horse's harness)
牛鞅 niu2yang4 wooden yoke for a draft ox
鞅掌 yang1zhang3 (literary) busy (with work etc)
鞅牛 yang4niu2 ox harnessed for plowing
鞅鞅 yang1yang1 dissatisfied; displeased; aggrieved" 
靿 yao4 "革 ge2, 幼 you4, 幺 yao1, 厶 si1, 力 li4"  药要钥耀鹞曜崾 1867 "靿 yao4 the leg of a boot or sock
靿子 yao4zi5 leg (aka shaft) of a boot; leg of a sock
高靿 gao1yao4 (of boots, socks etc) long; high; tall" 
甍 meng2 "艹 cao3, 十 shi2, 罒 wang3, 囗 wei2, 冖 mi4, 瓦 wa3"  萌蒙盟檬朦虻瞢艨𫑡㠓幪鹲礞 1868 "甍 meng2 rafters supporting tiles; ridge of a roof
鸱甍 chi1meng2 a kind of ornament on the roof ridge" 
蔸 dou1 "艹 cao3, 十 shi2, 兜 dou1"  兜篼 1869 "蔸 dou1 root and lower stem of certain plants; classifier for pieces and clumps" rare
蔟 cu4 "艹 cao3, 十 shi2, 族 zu2, 矢 shi3, 大 da4, 人 ren2"  促醋簇猝蹙蹴 1870 "蔟 cu4 collect; frame for silk worm; nest
蚕蔟 can2cu4 small bundle of straw etc provided for silkworms to spin cocoons on" 
蔺 lin4 "艹 cao3, 十 shi2, 门 men2, 隹 zhui1, 亠 tou2, 土 tu3" "躏 lin4" 吝赁躏膦 1871 "蔺 lin4 juncus effusus" 
戬 jian3 "晋 jin4, 亚 ya4, 业 ye4, 䒑 cao3, 日 ri4, 囗 wei2, 戈 ge1, 弋 yi4"  拣茧柬俭捡检减剪简碱枧笕睑锏裥 1872 "戬 jian3 carry to the utmost; to cut" 
蕖 qu2 "艹 cao3, 十 shi2, 渠 qu2, 氵 shui3, ㇀ ti2, 巨 ju4, 木 mu4"  渠劬朐鸲磲璩瞿蘧氍癯衢鼩灈蠼 1873 "蕖 qu2 lotus" 
榧 fei3 "木 mu4, 十 shi2, 匪 fei3, 非 fei1, 三 san1, 二 er4"  匪诽悱斐翡朏棐篚 1874 "榧 fei3 torreya nucifera
粗榧 cu1fei3 chinese plum-yew; cephalotaxus sinensis (botany)" 
槔 gao1 "木 mu4, 十 shi2, 皋 gao1, 白 bai2, 日 ri4, 囗 wei2, 大 da4, 人 ren2"  高羔膏糕皋睾篙 1875 "槔 gao1 water pulley
桔槔 jie2gao1 well sweep (device for raising and lowering a bucket in a well, using a pivoted pole)" 
榱 cui1 "木 mu4, 十 shi2, 衰 cui1, 衣 yi1, 亠 tou2, 口 kou3"  崔催摧缞 1876  
槠 zhu1 "木 mu4, 十 shi2, 诸 zhu1, 讠 yan2, 者 zhe3, 土 tu3, 日 ri4, 囗 wei2"  朱珠株诸猪蛛邾侏诛茱洙铢潴橥 1877 "槠 zhu1 quercus glanca" 
僰 bo2 "棘 ji2, 朿 ci4, 木 mu4, 十 shi2, 人 ren2"  伯驳泊勃舶脖博渤搏膊薄帛钹铂亳鹁 1878 "僰 bo2 name of an ethnic group" 
酽 yan4 "酉 you3, 西 xi1, 严 yan2, 䒑 cao3, 厂 chang3"  厌砚咽艳唁宴验谚堰雁焰彦晏焱滟 1879 "酽 yan4 strong (of tea)" 
酹 lei4 "酉 you3, 西 xi1, 寸 cun4"  肋泪类 1880 "酹 lei4 pour out libation; sprinkle" 
碡 zhou2 "石 shi2, 口 kou3, 毒 du2, 土 tu3, 十 shi2, 母 mu3"  轴妯 1881 "碡 zhou2 stone roller (for threshing grain, leveling ground etc)
碌碡 liu4zhou5 stone roller (for threshing grain, leveling ground etc)" rare
碣 jie2 "石 shi2, 口 kou3, 曷 he2, 曰 yue1, 囗 wei2"  节劫杰洁结桔捷睫截竭孑讦劼诘拮桀 1882 "碣 jie2 stone tablet
碑碣 bei1jie2 stone tablet (with inscription)" 
碲 di4 "石 shi2, 口 kou3, 帝 di4, 亠 tou2, 冖 mi4, 巾 jin1"  地弟帝递第蒂缔娣谛棣睇玓杕菂媂 1883 "碲 di4 tellurium (chemistry)" 
臧 zang1 "戕 qiang1, 爿 pan2, 戈 ge1, 弋 yi4, 臣 chen2" "藏 cang2" 赃脏牂 1884 "臧 zang1 good; right" 
豨 xi1 "豕 shi3, 希 xi1, 布 bu4, 巾 jin1"  夕西吸希昔析牺息悉惜晰稀犀锡溪熙 1885 "豨 xi1 swine" 
霁 ji4 "齐 qi2, 文 wen2, 亠 tou2, 乂 yi4"  计记纪技忌际妓季剂迹济既继祭寄寂 1886 "霁 ji4 sky clearing up
开霁 kai1ji4 to clear up (of weather)" 
䁖 lou1 "目 mu4, 囗 wei2, 娄 lou2, 米 mi3, 木 mu4, 十 shi2, 女 nü3"   1887 "䁖 lou1 to glance at
眍䁖 kou1lou5 to sink in (of eyes)" unique
蜞 qi2 "虫 chong2, 中 zhong1, 口 kou3, ㇀ ti2, 其 qi2, 共 gong4, 卄 nian4, 十 shi2, 八 ba1"  齐其奇歧祈脐崎骑棋旗鳍亓祁圻芪岐 1888 "蜞 qi2 grapsus" 
蜩 tiao2 "虫 chong2, 中 zhong1, 口 kou3, ㇀ ti2, 周 zhou1"  条迢笤髫龆鲦 1889 "蜩 tiao2 cicada" 
嘡 tang1 "口 kou3, 堂 tang2, 土 tu3, 十 shi2"  汤耥羰镗蹚铴 1890 "嘡 tang1 bong; bang" 
鹗 e4 "咢 e4, 口 kou3, 亏 kui1, 鸟 niao3, 乌 wu1, 马 ma3"  扼恶饿鄂遏愕噩鳄厄呃轭垩谔萼腭 1891  
嗾 sou3 "口 kou3, 族 zu2, 矢 shi3, 大 da4, 人 ren2"  叟擞薮瞍 1892 "嗾 sou3 to urge on; incite" 
嘧 mi4 "口 kou3, 密 mi4, 宓 mi4, 宀 mian2, 冖 mi4, 必 bi4, 心 xin1, 山 shan1, 凵 kan3"  觅泌秘密蜜汨宓幂谧祕蓂 1893 "嘧 mi4 (phonetic) as in pyrimidine
嘧啶 mi4ding4 pyrimidine c4h4n2" 
罴 pi2 "罒 wang3, 囗 wei2, 去 qu4, 土 tu3, 十 shi2, 厶 si1, 灬 huo3"  皮疲啤脾陂枇毗蚍铍郫琵蜱貔鼙陴 1894 "罴 pi2 brown bear
熊罴 xiong2pi2 fierce fighters; valiant warriors
罴虎 pi2hu3 fierce animals" 
罱 lan3 "罒 wang3, 囗 wei2, 南 nan2, 十 shi2"  览揽缆榄懒漤 1895 "罱 lan3 a kind of tool used to dredge up fish, water plants or river mud, consisting of a net attached to a pair of bamboo poles, which are used to open and close the net; to dredge with such a tool" 
幛 zhang4 "巾 jin1, 章 zhang1, 立 li4, 亠 tou2, 䒑 cao3, 早 zao3, 日 ri4, 囗 wei2, 十 shi2"  丈仗杖帐账胀障嶂瘴 1896 "幛 zhang4 hanging scroll
喜幛 xi3zhang4 celebratory hanging scroll
挽幛 wan3zhang4 large elegiac scroll" 
赙 fu4 "贝 bei4, 人 ren2, 尃 fu1, 甫 fu3, 寸 cun4"  父付负妇附咐赴复副赋傅富腹缚覆讣 1897 "赙 fu4 to contribute to funeral expenses" 
鹘 hu2 "骨 gu3, 冖 mi4, 鸟 niao3, 乌 wu1, 马 ma3"  狐弧胡壶葫湖蝴糊囫斛猢瑚煳鹕槲縠 1898 "鹘 hu2 falcon; migratory bird" 
锴 kai3 "钅 jin1, 二 er4, 皆 jie1, 比 bi3, 匕 bi3, 白 bai2, 日 ri4, 囗 wei2"  凯慨楷剀闿恺铠垲蒈 1899 "锴 kai3 high quality iron" 
锸 cha1 "钅 jin1, 二 er4, 臿 cha1, 千 qian1, 十 shi2, 臼 jiu4"  叉差插喳杈馇碴 1900 "锸 cha1 spade; shovel" 
箦 ze2 "责 ze2, 土 tu3, 十 shi2, 贝 bei4, 人 ren2"  则责择泽迮啧帻笮舴赜 1901 "箦 ze2 reed mat" 
箧 qie4 "夹 jia1, 大 da4, 人 ren2, 䒑 cao3"  切怯窃郄妾挈惬锲 1902 "箧 qie4 chest; box; trunk; suitcase; portfolio
书箧 shu1qie4 bookcase
筐箧 kuang1qie4 rectangular box or chest
箱箧 xiang1qie4 box; chest
箧笥 qie4si4 bamboo box for holding books, clothes etc" 
箸 zhu4 "者 zhe3, 土 tu3, 十 shi2, 日 ri4, 囗 wei2"  助住贮注驻柱祝著蛀铸筑伫苎杼炷翥 1903 "箸 zhu4 (literary) chopsticks
下箸 xia4zhu4 (literary) to eat
借箸 jie4zhu4 lit. to borrow chopsticks; to make plans for sb else" 
箅 bi4 "畀 bi4, 田 tian2, 囗 wei2, 十 shi2"  币必毕闭庇毙痹碧蔽弊壁避臂璧畀荜 1904 "箅 bi4 (bound form) bamboo grid for steaming food
箅子 bi4zi5 bamboo grid for steaming food; grate; grating; grid" 
箪 dan1 "单 dan1, 日 ri4, 囗 wei2, 十 shi2"  丹担单耽眈郸聃殚儋瘅 1905 "箪 dan1 round basket for cooked rice
箪笥 dan1si4 bamboo box; vessels for holding food" 
箜 kong1 "空 kong1, 穴 xue2, 宀 mian2, 冖 mi4, 八 ba1, 工 gong1"  空崆埪 1906 "箜篌 kong1hou2 konghou (chinese harp)
箜簧 kong1huang2 old reed wind instrument" 
箢 yuan1 "宛 wan3, 宀 mian2, 冖 mi4, 夗 yuan4, 夕 xi1"  鸳冤渊鸢眢涴蜎 1907  
箓 lu4 "八 ba1"  陆录赂鹿绿禄碌路露辂渌逯漉辘戮 1908 "箓 lu4 record book; archive; taoist written charm; document of prophecy attesting to dynastic fortunes
符箓 fu2lu4 (taoism) talisman in the form of a painting of symbols thought to have magical powers" 
毓 yu4 "每 mei3, 母 mu3, 㐬 lu4, 亠 tou2"  玉芋郁育狱浴预域欲遇喻御寓裕愈誉 1909 "毓 yu4 to rear
毓婷 yu4ting2 levonorgestrel tablet (contraception)" 
僖 xi1 "喜 xi3, 十 shi2, 豆 dou4, 䒑 cao3, 口 kou3"  夕西吸希昔析牺息悉惜晰稀犀锡溪熙 1910 "僖 xi1 cautious; merry; joyful" 
僳 su4 "粟 su4, 口 kou3, 米 mi3, 木 mu4, 十 shi2"  诉肃素速宿粟塑溯夙涑谡嗉愫觫簌 1911 "僳 su4 lisu ethnic group of yunnan
傈僳 li4su4 lisu ethnic group of yunnan" 
劁 qiao1 "焦 jiao1, 隹 zhui1, 亠 tou2, 土 tu3, 十 shi2, 灬 huo3, 刂 dao1"  跷锹敲硗橇缲 1912 "劁 qiao1 to neuter livestock" 
魃 ba2 "鬼 gui3, 田 tian2, 囗 wei2, 十 shi2, 儿 er2, 厶 si1, 友 you3, 又 you4"  拔跋妭胈菝 1913 "魃 ba2 drought demon
旱魃 han4ba2 drought demon" 
魆 xu4 "鬼 gui3, 田 tian2, 囗 wei2, 十 shi2, 儿 er2, 厶 si1, 戈 ge1, 弋 yi4"  旭序叙恤酗绪续絮婿蓄洫勖溆煦昫㳚 1914 "魆 xu4 beguile; suddenly
魆魆 xu4xu4 quietly; secretly" 
艋 meng3 "舟 zhou1, 孟 meng4, 子 zi3, 了 liao3, 皿 min3"  猛锰勐蜢獴懵蠓 1915 "艋 meng3 small boat" 
鄱 po2 "番 fan1, 米 mi3, 木 mu4, 十 shi2, 田 tian2, 囗 wei2, 阝 fu4"  婆皤 1916 "鄱 po2 name of a lake" rare
鲚 ji4 "鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 齐 qi2, 文 wen2, 亠 tou2, 乂 yi4"  计记纪技忌际妓季剂迹济既继祭寄寂 1917 "鲚 ji4 coilia nasus" 
觫 su4 "角 jiao3, ⺈ yi4, 用 yong4, 束 shu4, 木 mu4, 十 shi2, 口 kou3"  诉肃素速宿粟塑溯夙涑谡嗉愫僳簌 1918 "觳觫 hu2su4 (literary) to tremble with fear" 
雒 luo4 "各 ge4, 口 kou3, 隹 zhui1, 亠 tou2, 土 tu3, 十 shi2"  洛骆络落泺荦珞摞漯 1919 "雒 luo4 black horse with white mane; fearful" 
夤 yin2 "夕 xi1, 寅 yin2, 宀 mian2, 冖 mi4, 由 you2, 日 ri4, 囗 wei2, 八 ba1"  吟银淫寅垠狺訚鄞龈霪珢硍崟龂蟫 1920 "夤 yin2 late at night
夤缘 yin2yuan2 to curry favor; to advance one's career by toadying" 
馑 jin3 "饣 shi2, ⺈ yi4, 堇 jin3, 廿 nian4, 卄 nian4, 十 shi2, 口 kou3, 土 tu3"  仅紧锦谨堇瑾槿卺廑 1921 "馑 jin3 time of famine or crop failure" 
銮 luan2 "金 jin1, 䒑 cao3"  峦孪娈栾挛鸾脔滦 1922 "銮 luan2 imperial
回銮 hui2luan2 return of the emperor
銮驾 luan2jia4 imperial chariot" 
塾 shu2 "孰 shu2, 享 xiang3, 亠 tou2, 口 kou3, 子 zi3, 了 liao3, 丸 wan2, 九 jiu3, 土 tu3, 十 shi2"  赎熟秫孰婌 1923 "塾 shu2 private school
村塾 cun1shu2 rural school
私塾 si1shu2 private school (in former times)
蒙塾 meng2shu2 primary school" 
麽 mo2 "麻 ma2, 广 guang3, 厂 chang3, 林 lin2, 木 mu4, 十 shi2, 么 me5, 厶 si1" "嬷 mo2" 馍摹模膜摩磨蘑魔谟嫫嬷藦 1924 "麽 mo2 tiny; insignificant" 
瘊 hou2 "疒 ne4, ㇀ ti2, 广 guang3, 厂 chang3, 侯 hou2, 矢 shi3, 大 da4, 人 ren2"  侯喉猴骺篌𬭤糇 1925 "瘊 hou2 wart
瘊子 hou2zi5 wart" 
膂 lü3 "旅 lü3, 月 yue4"  吕侣旅铝屡缕履捋褛梠稆 1926 "膂 lü3 backbone; strength
膂力 lü3li4 strength; bodily strength; brawn" 
阚 kan4 "门 men2, 敢 gan3, 耳 er3, 攵 pu1, 乂 yi4" "㘎 han3" 看瞰衎崁墈磡 1927 "阚 kan4 to glance; to peep" 
鄯 shan4 "善 shan4, 羊 yang2, 䒑 cao3, 口 kou3, 阝 fu4"  扇善擅赡讪汕疝剡骟缮膳嬗蟮鳝𫮃 1928 "鄯 shan4 name of a district in xinjiang" 
鲞 xiang3 "夫 fu1, 二 er4, 人 ren2, 鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2" "䲢 teng2" 享响想饷飨 1929 "鲞 xiang3 dried fish
鲞鱼 xiang3yu2 dried fish" 
粿 guo3 "米 mi3, 木 mu4, 十 shi2, 果 guo3, 日 ri4, 囗 wei2"  果裹馃椁蜾 1930 "粿 guo3 rice cake (typically made with glutinous rice flour and steamed)
粿汁 guo3zhi1 kway chap (teochew noodle soup)" 
熘 liu1 "火 huo3, 人 ren2, 留 liu2, 刀 dao1, 田 tian2, 囗 wei2, 十 shi2"  溜 1931 "熘 liu1 quick-fry; sim. to stir-frying, but with cornstarch added" rare
熥 teng1 "火 huo3, 人 ren2, 通 tong1, 辶 chuo4, 甬 yong3, 龴 jue2, 用 yong4"   1932 "熥 teng1 to heat up (cooked food) by baking or steaming" unique
滹 hu1 "氵 shui3, ㇀ ti2, 虖 hu1, 虍 hu1, 七 qi1, 乎 hu1"  乎呼忽烀唿惚昒轷淴 1933 "滹 hu1 name of a river" 
漯 ta4 "氵 shui3, ㇀ ti2, 累 lei4, 田 tian2, 囗 wei2, 十 shi2, 糸 mi4, 幺 yao1, 厶 si1, 小 xiao3, 八 ba1"  踏蹋挞闼榻阘鞳 1934 "漯 ta4 name of a river
漯河 luo4he2 luohe prefecture-level city in henan" 
漶 huan4 "氵 shui3, ㇀ ti2, 患 huan4, 串 chuan4, 吕 lü3, 口 kou3, 心 xin1"  幻宦换唤涣患焕痪奂浣豢鲩逭擐 1935 "漶 huan4 (of writing, pictures etc) indistinct due to deterioration (water damage etc); blurry; eroded
漫漶 man4huan4 (of writing etc) indistinct (due to water damage or wear)" 
潋 lian4 "氵 shui3, ㇀ ti2, 敛 lian3, 佥 qian1, 人 ren2, 攵 pu1, 乂 yi4"  练炼恋链殓楝瑓𬶠 1936 "潋 lian4 full of water; trough" 
潴 zhu1 "氵 shui3, ㇀ ti2, 猪 zhu1, 犭 quan3, 者 zhe3, 土 tu3, 十 shi2, 日 ri4, 囗 wei2"  朱珠株诸猪蛛邾侏诛茱洙铢槠橥 1937 "潴 zhu1 pool; pond
潴留 zhu1liu2 retention (medicine)" 
漳 zhang1 "氵 shui3, ㇀ ti2, 章 zhang1, 立 li4, 亠 tou2, 䒑 cao3, 早 zao3, 日 ri4, 囗 wei2, 十 shi2"  张章彰樟獐璋蟑鄣嫜暲 1938 "漳 zhang1 zhang river in fujian
漳州 zhang1zhou1 zhangzhou, prefecture-level city in fujian" 
澉 gan3 "氵 shui3, ㇀ ti2, 敢 gan3, 耳 er3, 攵 pu1, 乂 yi4"  秆赶敢感橄擀鳡 1939 "澉 gan3 place name; wash" 
搴 qian1 "手 shou3"  千迁牵铅谦签仟阡扦芊佥钎悭愆鹐骞 1940 "搴 qian1 to seize; to pull; to hold up the hem of clothes
搴旗 qian1qi2 to pull and capture the enemy's flag" 
