飘逸 piao1yi4 graceful; elegant; to drift; to float
安逸 an1yi4 easy and comfortable; easy
逃逸 tao2yi4 to escape; to run away; to abscond
逸事 yi4shi4 anecdote; lost or apocryphal story about famous person" 2332
牧 mu4 "qiang2 mu4 ju3 fan2 tu2" ⿰牜攵 "牧 mu4 to herd; to breed livestock
牧师 mu4shi1 chaplain; churchman; clergyman; parson; pastor; priest; rector
牧场 mu4chang3 pasture; grazing land; ranch
牧民 mu4min2 herdsman
游牧 you2mu4 nomadic; to move about in search of pasture; to rove around as a nomad" 2333
梯 ti1 "rui3 zhi2 ti1 jing4 bing4" ⿰木弟 "梯 ti1 ladder; stairs
电梯 dian4ti1 elevator; escalator
楼梯 lou2ti1 stair; staircase
阶梯 jie1ti1 flight of steps; (fig.) stepping stone; way to reach the goal of
梯子 ti1zi5 ladder; stepladder" 2334
逊 xun4 "tao4 xun4 fu3 chai4 shu1" ⿺辶孙 "逊 xun4 to abdicate; modest; yielding; unpretentious; inferior to; (slang) to suck
谦逊 qian1xun4 humble; modest; unpretentious; modesty" 2335
虐 nüe4 "nüe4 shu3 gai3 ni4 lao2" "⿸虍𰀂(GHTKV) or ⿸虍𰀄(J)" "虐 nu:e4 oppressive; tyrannical
肆虐 si4nu:e4 to wreak havoc; to devastate
虐杀 nu:e4sha1 to kill (or assault) sadistically
暴虐 bao4nu:e4 brutal; tyrannical" 2336
债 zhai4 "lang3 zhai3 gai1 zhai4 xia4" ⿰亻责 "债 zhai4 debt
债务 zhai4wu4 debt; liability; amount due; indebtedness
债券 zhai4quan4 bond; debenture
负债 fu4zhai4 to be in debt; to incur debts; liability (finance)
国债 guo2zhai4 national debt; government debt" 2337
锡 xi1 "shang la wo4 xi1 gua3" ⿰钅易 "锡 xi1 tin (chemistry); to bestow; to confer; to grant
无锡 wu2xi1 wuxi, prefecture-level city in jiangsu" 2338
脂 zhi1 "yi4 jiao2 zhi1 cui4 gang1" "⿰月旨(GJK) or ⿰⺼旨(HT)" "脂 zhi1 fat; rouge (cosmetics); resin
脂肪 zhi1fang2 fat (in the body, in a plant, or in food)
胭脂 yan1zhi1 rouge
油脂 you2zhi1 grease; oil; fat
树脂 shu4zhi1 resin" 2339
泄 xie4 "ban1 ba1 gen2 song1 xie4" ⿰氵世 "泄 xie4 (bound form) to leak out; to discharge; (fig.) to divulge
发泄 fa1xie4 to give vent to (one's feelings)
泄露 xie4lu4 to leak (information); to divulge
宣泄 xuan1xie4 to drain (by leading off water); to unburden oneself; to divulge; to leak a secret
泄漏 xie4lou4 (of a liquid or gas) to leak; to divulge; to leak (information)" 2340
坪 ping2 "wen4 lie4 qi1 ping2 zhou2" ⿰土平 "坪 ping2 a plain
草坪 cao3ping2 lawn" 2341
乒 ping1 "ping1 huai4 yang2 jiu3 peng4" ⿱丘丿 "乒 ping1 bing
乒乓 ping1pang1 clatter; (sports) ping-pong; table tennis" 2342
炫 xuan4 "bo4 ling3 xuan4 tuan2 keng1" ⿰火玄 "炫 xuan4 to dazzle; to boast; to show off; (slang) cool; awesome
炫耀 xuan4yao4 dazzling; to show off; to flaunt
炫目 xuan4mu4 to dazzle; to inspire awe" 2343
咧 "lie1, lie3" "ban1 lie1 fen1 can2 bang1" ⿰口列 "咧 lie3 to draw back the corners of one's mouth
咧嘴 lie3zui3 to grin" 2344
罕 han3 "gua4 han3 yin4 qing1 zhou1" ⿱㓁干 "罕 han3 rare
罕见 han3jian4 rare; rarely seen
稀罕 xi1han5 rare; uncommon; rare thing; rarity; to value as a rarity; to cherish
罕有 han3you3 to rarely have; rare" 2345
嘱 zhu3 "shi1 zhu3 pen2 hun2 kuang2" ⿰口属 "嘱 zhu3 to enjoin; to implore; to urge
叮嘱 ding1zhu3 to warn repeatedly; to urge; to exhort again and again
遗嘱 yi2zhu3 testament; will
嘱托 zhu3tuo1 to entrust a task to sb else
医嘱 yi1zhu3 prescription (medicine); doctor's advice" 2346
鸽 ge1 "guo2 wai4 ci4 liang3 ge1" ⿰合鸟 "鸽 ge1 pigeon; dove
鸽子 ge1zi5 pigeon; dove; various birds of the family columbidae" 2347
辐 fu2 "cuo2 fu2 meng3 kong4 bi2" ⿰车畐 "辐 fu2 spoke of a wheel
辐射 fu2she4 radiation" 2348
朴 "piao2, po4, pu3" "can2 piao2 jin3 dong4 guan4" ⿰木卜 "朴 po4 celtis sinensis var. japonica
朴素 pu3su4 plain and simple; unadorned; simple living; not frivolous
朴实 pu3shi2 plain; simple; guileless; down-to-earth; sincere and honest
古朴 gu3pu3 simple and unadorned (of art, architecture etc)
淳朴 chun2pu3 simple and honest; unsophisticated; guileless" 2349
杩 ma4 "yin4 chao2 sha1 ma4 zhi3" ⿰木马 "杩 ma4 headboard" 2350
眠 mian2 "mai3 chuai1 ka1 mian2 zhuo1" ⿰目民 "眠 mian2 to sleep; to hibernate
睡眠 shui4mian2 sleep; to sleep; (computing) to enter sleep mode
失眠 shi1mian2 to suffer from insomnia
催眠 cui1mian2 hypnosis
冬眠 dong1mian2 to hibernate; hibernation" 2351
逝 shi4 "cen2 yuan1 ye1 shi4 lia3" ⿺辶折 "逝 shi4 (of flowing water or time) to pass by; to pass away; to die
逝世 shi4shi4 to pass away; to die
流逝 liu2shi4 (of time) to pass; to elapse
逝去 shi4qu4 to elapse; to pass away; to die; demise
消逝 xiao1shi4 to fade away" 2352
妥 tuo3 "bang1 cun2 chong4 ping2 tuo3" ⿱爫女 "妥 tuo3 suitable; adequate; ready; settled
妥协 tuo3xie2 to compromise; to reach terms; a compromise
不妥 bu4tuo3 not proper; inappropriate
妥当 tuo3dang5 appropriate; proper; ready
妥善 tuo3shan4 appropriate; proper" 2353
痒 yang3 "ou4 de1 yang3 bei1 yao2" ⿸疒羊 "痒 yang3 to itch; to tickle; to itch; to tickle
痒痒 yang3yang5 to itch; to tickle
发痒 fa1yang3 to tickle; to itch" 2354
饶 rao2 "xu2 chen4 zui3 rao2 da" ⿰饣尧 "饶 rao2 rich; abundant; exuberant; to add for free; to throw in as bonus; to spare; to forgive; despite; although
饶恕 rao2shu4 to forgive; to pardon; to spare
求饶 qiu2rao2 to beg forgiveness
富饶 fu4rao2 fertile; richly provided
饶舌 rao2she2 talkative; to blather; to shoot one's mouth off; rap (genre of music)" 2355
揍 zou4 "zhi3 shen4 ren3 man3 zou4" ⿰扌奏 "揍 zou4 to hit; to beat (sb); (coll.) to smash (sth)
挨揍 ai2zou4 to be beaten; to take a drubbing; buffeted; knocked about" 2356
敞 chang3 "kua4 wu4 chang3 na1 gen4" "⿰尚攵(GHTV) or ⿰尙攵(JK)" "敞 chang3 open to the view of all; spacious; to open wide; to disclose
宽敞 kuan1chang5 spacious; wide
敞开 chang3kai1 to open wide; unrestrictedly
敞亮 chang3liang4 bright and spacious" 2357
吟 yin2 "lang4 she4 yin2 men4 pai2" ⿰口今 "吟 yin2 to chant; to recite; to moan; to groan; cry (of certain animals and insects)
呻吟 shen1yin2 to moan; to groan
沉吟 chen2yin2 to mutter to oneself irresolutely
吟唱 yin2chang4 to chant; to recite
吟诗 yin2shi1 to recite poetry" 2358
橡 xiang4 "gu4 xiang4 duo3 kao3 sen1" ⿰木象 "橡 xiang4 oak; quercus serrata
橡胶 xiang4jiao1 rubber; caoutchouc
橡皮 xiang4pi2 rubber; an eraser
橡树 xiang4shu4 oak
橡木 xiang4mu4 oaken" 2359
虔 qian2 "diao1 xuan4 qian2 yi1 bei1" ⿸虍文 "虔 qian2 to act with reverence; reverent
虔诚 qian2cheng2 pious; devout; sincere" 2360
慈 ci2 "bang3 zhi1 ci2 bao3 de" "⿱兹心 or ⿱茲心" "慈 ci2 compassionate; gentle; merciful; kind; humane
慈善 ci2shan4 benevolent; charitable
慈悲 ci2bei1 mercy
慈祥 ci2xiang2 kindly; benevolent (often of older person)
仁慈 ren2ci2 benevolent; charitable; kind; kindly; kindness; merciful" 2361
肮 ang1 "cun3 shui4 ang1 hai3 tuo2" ⿰月亢 "肮,ang1,dirty; filthy
肮脏 ang1zang1 dirty; filthy" 2362
钓 diao4 "dao4 qiong2 diao4 pan1 cong1" ⿰钅勺 "钓 diao4 to fish with a hook and bait
钓鱼 diao4yu2 to fish (with line and hook); to dupe
垂钓 chui2diao4 angling
钓竿 diao4gan1 fishing rod" 2363
伐 fa2 "tuo4 chuan2 fa2 shang3 ou1" ⿰亻戈 "伐 fa2 to cut down; to fell; to dispatch an expedition against; to attack; to boast
步伐 bu4fa2 pace; (measured) step; march
讨伐 tao3fa2 to suppress by armed force; to send a punitive expedition against; to crusade against
砍伐 kan3fa2 to hew; to cut down
伐木 fa2mu4 to cut wood; tree-felling; lumbering" 2364
暧 ai4 "ling3 ruan3 la4 ai4 ting3" ⿰日爱 "暧 ai4 (of daylight) dim; obscure; clandestine; dubious
暧昧 ai4mei4 vague; ambiguous; equivocal; dubious" 2365
屠 tu2 "shai4 bing4 shao4 fu2 tu2" ⿸尸者 "屠 tu2 to slaughter (animals for food); to massacre
屠杀 tu2sha1 to massacre; to slaughter
屠夫 tu2fu1 butcher; fig. murderous dictator
屠宰 tu2zai3 to slaughter; to butcher
屠刀 tu2dao1 butcher's knife; abattoir hatchet" 2366
呃 "e4, e5" "wu3 shang1 yang2 e4 lu3" ⿰口厄 "呃 e4 (exclamation); to hiccup" 2367
纺 fang3 "sao4 chuang3 xie2 fang3 zhan4" ⿰纟方 "纺 fang3 to spin (cotton or hemp etc); fine woven silk fabric
纺织 fang3zhi1 spinning and weaving
纺纱 fang3sha1 to spin (cotton, wool etc); spinning" 2368
滩 tan1 "jing4 min3 sa1 tan1 zu3" ⿰氵难 "滩 tan1 beach; shoal; rapids; classifier for liquids: pool, puddle
沙滩 sha1tan1 beach; sandy shore
海滩 hai3tan1 beach
外滩 wai4tan1 the shanghai bund or waitan
河滩 he2tan1 river bank; river shore; strand" 2369
媚 mei4 "bian3 zun1 zhong4 mei4 lei" ⿰女眉 "媚 mei4 flatter; charm
明媚 ming2mei4 bright and beautiful
妩媚 wu3mei4 lovely; charming
媚眼 mei4yan3 charming eyes; coquettish glances
娇媚 jiao1mei4 flirtatious; coquettish; sweet and charming" 2370
亨 heng1 "heng1 xiao2 sa4 hen3 xue3" ⿳亠口了 "亨 heng1 prosperous; henry (unit of inductance)
亨利 heng1li4 henry (name); henry (unit of inductance)
大亨 da4heng1 big shot; top gun; superstar; vip
亨特 heng1te4 hunter (name)" 2371
澶 chan2 "qing4 die2 ci4 chan2 chu2" ⿰氵亶 "澶 chan2 still (as of water); still water" 2372
悔 hui3 "rang2 bang3 kui1 hui3 za3" "⿰忄每(GHTKV) or ⿰忄毎(J)" "悔 hui3 (bound form) to regret; to repent
后悔 hou4hui3 to regret; to feel remorse
忏悔 chan4hui3 to repent; (religion) to confess
悔恨 hui3hen4 remorse; repentance
懊悔 ao4hui3 to feel remorse; to repent; to regret" 2373
浇 jiao1 "bao3 hen2 bei4 jiao1 zhong3" ⿰氵尧 "浇 jiao1 to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold
浇水 jiao1shui3 to water (plants etc)
浇灌 jiao1guan4 to water; to irrigate
浇花 jiao1hua1 to water the plants; to water the garden" 2374
茂 mao4 "yang3 nu2 lüe4 mao4 kang1" ⿱艹戊 "茂 mao4 luxuriant; (chemistry) cyclopentadiene
茂盛 mao4sheng4 lush
茂密 mao4mi4 dense (of plant growth); lush
茂名 mao4ming2 maoming prefecture-level city in guangdong
繁茂 fan2mao4 (of vegetation) lush; luxuriant" 2375
堪 kan1 "xi4 nou4 sao4 kan1 kao1" ⿰土甚 "堪 kan1 to endure; may; can
不堪 bu4kan1 cannot bear; cannot stand; utterly; extremely
难堪 nan2kan1 hard to take; embarrassed
堪称 kan1cheng1 can be rated as; can be said to be" 2376
莹 ying2 "tu3 yin2 ying2 fang1 wo3" ⿱𫇦玉 "莹 ying2 luster of gems
晶莹 jing1ying2 sparkling and translucent" 2377
疫 yi4 "feng4 chi2 yuan2 yi4 zai3" ⿸疒殳 "疫 yi4 epidemic; plague
疫情 yi4qing2 epidemic situation
疫苗 yi4miao2 vaccine
免疫 mian3yi4 immunity (to disease)
检疫 jian3yi4 quarantine" 2378
劈 "pi1, pi3" "pi1 tang4 pa4 na3 zhi2" ⿱辟刀 "劈 pi1 to hack; to chop; to split open; (of lightning) to strike
劈柴 pi1chai2 to chop firewood; to split logs
劈开 pi1kai1 to cleave; to split open; to spread open (fingers, legs)" 2379
癌 ai2 "ai2 pa2 chai4 meng1 beng3" ⿸疒嵒 "癌 ai2 cancer; carcinoma
癌症 ai2zheng4 cancer
肝癌 gan1ai2 liver cancer
肺癌 fei4ai2 lung cancer
致癌 zhi4ai2 carcinogenic; to cause cancer" 2380
喃 nan2 "e2 chun2 lao2 nan2 xing4" ⿰口南 "喃 nan2 mumble in repetition
喃喃 nan2nan2 to mumble; to murmur
呢喃 ni2nan2 whispering; murmuring" 2381
琼 qiong2 "fou3 xuan1 de2 qu1 qiong2" ⿰𤣩京 "琼 qiong2 jasper; fine jade; beautiful; exquisite (e.g. wine, food)
琼斯 qiong2si1 jones (name)
琼海 qiong2hai3 qionghai city, hainan" 2382
恍 huang3 "huang3 qi3 zhuo1 xun4 quan4" ⿰忄光 "恍 huang3 disappointed; flurried; indistinct
恍惚 huang3hu1 absent-minded; distracted; dazzled; vaguely; dimly
恍然 huang3ran2 suddenly (understand sth); in a flash
恍若 huang3ruo4 as if; as though; rather like
恍如 huang3ru2 to be as if...; to be rather like..." 2383
侦 zhen1 "ting1 zhen1 qiang3 fang2 kuang2" ⿰亻贞 "侦 zhen1 to scout; to spy; to detect
侦探 zhen1tan4 detective; to do detective work
侦察 zhen1cha2 to investigate a crime; to scout; to reconnoiter; reconnaissance; detection; a scout
侦查 zhen1cha2 to detect; to investigate
侦破 zhen1po4 to investigate (as detective); to solve (crime); to uncover (a plot); to sniff out; to break in and analyze; detective work; to scout" 2384
颐 yi2 "shai1 zhu2 yi2 duo2 zhui4" ⿰𦣞页 "颐 yi2 cheek; lower cheek; chin; jaw; to nourish" 2385
瞄 miao2 "ren2 bi4 zen4 miao2 hun1" ⿰目苗 "瞄 miao2 to take aim; (fig.) to aim one's looks at; to glance at
瞄准 miao2zhun3 to take aim at; to target" 2386
卒 "cu4, zu2" "wo3 che1 dong4 cu4 jiang1" ⿱𠅃十 "卒 zu2 soldier; servant; to finish; to die; finally; at last; pawn in chinese chess
士卒 shi4zu2 soldier; private (army)" 2387
卦 gua4 "suo3 lü4 gua4 hao2 pa1" ⿰圭卜 "卦 gua4 divinatory diagram
八卦 ba1gua4 gossip; gossipy
变卦 bian4gua4 to change one's mind; to go back on one's word" 2388
炎 yan2 "shu4 ben3 yan2 bao1 ga2" ⿱火火 "炎 yan2 flame; inflammation; -itis
炎热 yan2re4 blistering hot; sizzling hot (weather)
肺炎 fei4yan2 pneumonia; inflammation of the lungs
皮炎 pi2yan2 dermatitis
肝炎 gan1yan2 hepatitis" 2389
豹 bao4 "deng3 bi2 wei2 du4 bao4" ⿰豸勺 "豹 bao4 leopard; panther
豹子 bao4zi5 leopard
猎豹 lie4bao4 cheetah
海豹 hai3bao4 seal (zoology)" 2390
聘 pin4 "gen2 pin4 du4 jiao4 yu3" ⿰耳甹 "聘 pin4 to engage (a teacher etc); to hire; to betroth; betrothal gift; to get married (of woman)
招聘 zhao1pin4 to invite applications for a job; to recruit
聘请 pin4qing3 to engage; to hire (a lawyer etc)
应聘 ying4pin4 to accept a job offer; to apply for an advertised position
诚聘 cheng2pin4 to seek to recruit; to invite job applications from" 2391
畅 chang4 "kan4 wu3 shuai3 chang4 chun2" ⿰申𠃓 "畅 chang4 free; unimpeded; smooth; at ease; free from worry; fluent
流畅 liu2chang4 flowing (of speech, writing); fluent; smooth and easy
畅销 chang4xiao1 to sell well; bestselling; chart-topping
舒畅 shu1chang4 happy; entirely free from worry
畅通 chang4tong1 unimpeded; free-flowing; straight path; unclogged; move without obstruction" 2392
蔓 "man2, man4, wan4" "sheng1 hai2 jiao4 man2 kuang2" ⿱艹曼 "蔓 man2 turnip; brassica campestris
蔓延 man4yan2 to extend; to spread
藤蔓 teng2man4 vine" 2393
储 chu3 "ba3 chu3 mian4 bi1 huang1" ⿰亻诸 "储 chu3 (bound form) to store; to save; to have in reserve; heir
储备 chu3bei4 reserves; to store up
存储 cun2chu3 to store up; to stockpile; (computer) to save; to store; memory; storage
储蓄 chu3xu4 to deposit money; to save; savings
储存 chu3cun2 stockpile; to store; to stockpile; storage" 2394
窒 zhi4 "pang1 zhi4 ran2 cheng1 wei4" ⿱穴至 "窒 zhi4 to obstruct; to stop up
窒息 zhi4xi1 to choke; to stifle; to suffocate" 2395
腹 fu4 "shu3 fu4 bai4 ren3 fu1" ⿰月复 "腹 fu4 abdomen; stomach; belly
腹部 fu4bu4 abdomen; belly; flank
小腹 xiao3fu4 underbelly; lower abdomen
腹泻 fu4xie4 diarrhea; to have the runs
满腹 man3fu4 filled with; preoccupied with" 2396
卜 "bo, bu3" "rang2 bo tui3 yong1 lun2" ⿰丨丶 "卜 bu3 (bound form) to divine
占卜 zhan1bu3 to divine
未卜 wei4bu3 not foreseen; unpredictable; not on the cards" 2397
顽 wan2 "bo si1 wan2 beng4 lüe4" ⿰元页 "顽 wan2 mischievous; obstinate; to play; stupid; stubborn; naughty
顽强 wan2qiang2 tenacious; hard to defeat
顽皮 wan2pi2 naughty
顽固 wan2gu4 stubborn; obstinate
顽童 wan2tong2 urchin" 2398
岂 qi3 "lu4 dang4 seng1 nei4 qi3" ⿱山己 "岂 qi3 how? (emphatic question)
岂不 qi3bu4 how couldn't...?; wouldn't it...?
岂止 qi3zhi3 not only; far from; more than
岂非 qi3fei1 wouldn't it be ... ?
岂料 qi3liao4 who would have thought that; who would have expected that" 2399
旦 dan4 "pian3 dan4 shei2 hao2 chao1" ⿱日一 "旦 dan4 (literary) dawn; daybreak; dan, female role in chinese opera (traditionally played by specialized male actors)
一旦 yi1dan4 in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day
元旦 yuan2dan4 new year's day
约旦 yue1dan4 jordan
撒旦 sa1dan4 satan or shaitan" 2400
撇 "pie1, pie3" "pie1 mi3 yan1 xin4 ji3" ⿰扌敝 "撇 pie1 to cast away; to fling aside
撇嘴 pie3zui3 to curl one's lip; to twitch one's mouth
撇开 pie1kai1 to disregard; to leave aside
撇下 pie1xia5 to cast away" 2401
卓 zhuo2 "bian4 liao1 nang4 jiao4 zhuo2" ⿱⺊早 "卓 zhuo2 outstanding
卓越 zhuo2yue4 outstanding; surpassing; distinguished; splendid
卓然 zhuo2ran2 outstanding; eminent" 2402
幺 yao1 "zhi4 qiang4 yao1 chi4 bi4" "⿱𠃋厶(GHT) or ⿱𡿨厶(JK)" "幺 yao1 youngest; most junior; tiny; one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military); one or ace on dice or dominoes" 2403
鄙 bi3 "tuan2 yong3 bi3 fa4 ku4" ⿰啚阝 "鄙 bi3 rustic; low; base; mean; to despise; to scorn
鄙视 bi3shi4 to despise; to disdain; to look down upon
卑鄙 bei1bi3 base; mean; contemptible; despicable
鄙夷 bi3yi2 to despise; to look down upon; despicable
鄙人 bi3ren2 your humble servant; i" 2404
径 jing4 "xian1 jing4 shan1 sai1 chan3" "⿰彳𢀖(G) or ⿰彳圣(TJK)" "径 jing4 footpath; track; diameter; straight; directly
途径 tu2jing4 way; means; channel
径直 jing4zhi2 directly
路径 lu4jing4 path; route; method; ways and means
直径 zhi2jing4 diameter" 2405
枯 ku1 "ku1 ji1 luo4 bei4 dai1" ⿰木古 "枯 ku1 dried up
枯燥 ku1zao4 dry and dull; uninteresting; dry-as-dust
枯萎 ku1wei3 to wilt; to wither; wilted; withered; drained; enervated; exhausted
干枯 gan1ku1 withered; dried up
枯竭 ku1jie2 used up; dried up; exhausted (of resources)" 2406
柯 ke1 "ke1 zuan3 ting1 xia4 kun1" ⿰木可 "柯 ke1 (literary) branch; stem; stalk; (literary) ax handle
柯达 ke1da2 kodak (brand, us film company)" 2407
酥 su1 "qiu1 tang1 su1 ma4 ya3" ⿰酉禾 "酥 su1 flaky pastry; crunchy; limp; soft; silky
酥油 su1you2 butter" 2408
谦 qian1 "su4 gu3 pa1 chuai4 qian1" ⿰讠兼 "谦 qian1 modest
谦虚 qian1xu1 modest; self-effacing; to make modest remarks
谦逊 qian1xun4 humble; modest; unpretentious; modesty
谦卑 qian1bei1 humble
谦让 qian1rang4 to modestly decline" 2409
际 ji4 "sou4 yao1 gong4 cheng1 ji4" ⿰阝示 "际 ji4 border; edge; boundary; interval; between; inter-; to meet; time; occasion; to meet with (circumstances)
国际 guo2ji4 international
实际 shi2ji4 reality; practice; practical; realistic; real; actual
之际 zhi1ji4 during; at the time of
交际 jiao1ji4 communication; social intercourse" 2410
婷 ting2 "ling4 peng2 gu4 ting2 ku4" ⿰女亭 "婷 ting2 graceful" 2411
颈 "geng3, jing3" "tan3 geng3 bai2 ce4 mie1" ⿰𢀖页 "颈 jing3 neck
瓶颈 ping2jing3 neck of a bottle; (fig.) bottleneck; problem that impedes progress
颈部 jing3bu4 neck
颈项 jing3xiang4 neck
颈椎 jing3zhui1 cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals" 2412
遣 qian3 "tan1 ba4 se4 qian3 cun2" ⿺辶⿱𠀐㠯 "遣 qian3 (bound form) to dispatch; to send; (bound form) to drive away; to dispel
派遣 pai4qian3 to send (on a mission); to dispatch
消遣 xiao1qian3 to while the time away; amusement; pastime; recreation; to make sport of
遣返 qian3fan3 to repatriate (e.g. prisoners of war); to send back
遣送 qian3song4 to send away; to deport; to repatriate" 2413
盈 ying2 "ying2 sui4 zuan1 bian4 bi3" ⿱夃皿 "盈 ying2 full; filled; surplus
盈利 ying2li4 profit; gain; to make profits
轻盈 qing1ying2 graceful; lithe; light and graceful; lighthearted; relaxed
盈余 ying2yu2 surplus; profit
充盈 chong1ying2 abundant; plentiful" 2414
勺 shao2 "yao2 qing3 hao4 shao2 dui4" "⿹勹丶(GHTJV) or ⿹勹一(K)" "勺 shao2 spoon; ladle
勺子 shao2zi5 scoop; ladle" 2415
暮 mu4 "mu4 si4 jie4 zou1 sheng2" ⿱莫日 "暮 mu4 evening; sunset
暮色 mu4se4 twilight
日暮 ri4mu4 sunset
暮年 mu4nian2 one's declining years; one's old age
迟暮 chi2mu4 past one's prime" 2416
肾 shen4 "yang4 kao1 tang4 shen4 tang1" ⿱𰀡月 "肾 shen4 kidney
肾脏 shen4zang4 kidney
肾炎 shen4yan2 kidney inflammation; nephritis" 2417
袍 pao2 "pao2 nie4 du1 jue2 huang1" ⿰衤包 "袍 pao2 gown (lined)
旗袍 qi2pao2 chinese-style dress; cheongsam
长袍 chang2pao2 chang pao (traditional chinese men's robe); gown; robe
袍子 pao2zi5 chinese-style gown
睡袍 shui4pao2 nightgown" 2418
叁 san1 "xiong1 san1 zao2 xin3 ting2" ⿳厶大三 "叁 san1 three (banker's anti-fraud numeral)" 2419
咪 "mi1, mi3" "zui4 hen4 shi mi1 hen3" ⿰口米 "咪 mi1 sound for calling a cat
咪咪 mi1mi1 oboe-like musical instrument used in folk music of gansu, qinghai etc; mimi (western name); tits (i.e. slang for breasts)" 2420
旭 xu4 "po2 pi4 mian3 ai2 xu4" ⿺九日 "旭 xu4 dawn; rising sun
旭日 xu4ri4 the rising sun" 2421
憧 chong1 "pan4 quan3 rang4 chong1 sao1" ⿰忄童 "憧,chong1,irresolute; unsettled
憧憬 chong1jing3 to long for; to look forward to; longing; vision for the future" 2422
翔 xiang2 "jue1 zhai2 yi4 gun4 xiang2" ⿰羊羽 "翔 xiang2 to soar; to glide; (slang) shit
飞翔 fei1xiang2 to circle in the air; to soar
翱翔 ao2xiang2 to soar; to wheel about in the sky
滑翔 hua2xiang2 to glide
翔实 xiang2shi2 complete and accurate" 2423
棚 peng2 "peng2 xia2 ku3 hao1 hong2" ⿰木朋 "棚 peng2 shed; canopy; shack
棚子 peng2zi5 shack; shed
大棚 da4peng2 greenhouse; polytunnel
凉棚 liang2peng2 mat awning; arbor
天棚 tian1peng2 ceiling; awning" 2424
淹 yan1 "ken4 yan1 luo3 chun1 sun1" ⿰氵奄 "淹 yan1 to flood; to submerge; to drown; to irritate the skin (of liquids); to delay
淹没 yan1mo4 to submerge; to drown; to flood; to drown out (also fig.)
淹死 yan1si3 to drown" 2425
妃 fei1 "su4 fei1 pu2 can2 qing4" ⿰女己 "妃 fei1 imperial concubine
王妃 wang2fei1 princess (in europe)
妃子 fei1zi5 imperial concubine
贵妃 gui4fei1 senior concubine; imperial consort" 2426
呜 wu1 "huo1 huan1 ga2 wu1 nian2" ⿰口乌 "呜呜 wu1wu1 (interj) boo hoo
呜咽 wu1ye4 to sob; to whimper
呜呼 wu1hu1 alas; alack; welladay; wellaway; to die" 2427
垮 kua3 "miao2 bao3 kua3 cang1 wu3" ⿰土夸 "垮 kua3 to collapse (lit. or fig.)
垮台 kua3tai2 (of a dynasty, regime etc) to collapse; to fall from power
打垮 da3kua3 to defeat; to strike down; to destroy
压垮 ya1kua3 to cause sth to collapse under the weight; (fig.) to overwhelm" 2428
叮 ding1 "shu1 yo1 mang2 den4 ding1" ⿱口丁 "叮 ding1 to sting or bite (of mosquito, bee etc); to say repeatedly; to urge insistently; to ask repeatedly; to stick to a point
叮嘱 ding1zhu3 to warn repeatedly; to urge; to exhort again and again
叮当 ding1dang1 jingling of bells; clanking sound
叮咛 ding1ning2 to warn; to urge; to exhort; to give instructions carefully and insistently
叮咚 ding1dong1 jingling of bells; clanking sound" 2429
葬 zang4 "zang4 dian1 hai2 dun3 xia4" ⿳艹死廾 "葬 zang4 to bury (the dead); to inter
葬礼 zang4li3 burial; funeral
埋葬 mai2zang4 to bury
安葬 an1zang4 to bury (the dead)
墓葬 mu4zang4 (archeology) grave; tomb" 2430
阐 chan3 "bu2 ya1 beng3 ning4 chan3" ⿵门单 "阐,chan3,to express; to disclose; to enlighten; to open
阐述 chan3shu4 to expound (a position); to elaborate (on a topic); to treat (a subject)
阐释 chan3shi4 to explain; to expound; to interpret; elucidation
阐明 chan3ming2 to elucidate; to explain clearly; to expound
阐发 chan3fa1 to elucidate; to expound; to study and explain" 2431
乍 zha4 "chou3 luo3 zha4 wai4 ao2" ⿱𠂉⿰丨二 "乍 zha4 at first; suddenly; abruptly; to spread; (of hair) to stand on end; bristling" 2432
贞 zhen1 "zhen1 chong3 niu1 su2 che4" ⿱⺊贝 "贞 zhen1 chaste
贞操 zhen1cao1 (usually of women) chastity; virginity; virtue; honor; loyalty; moral integrity
忠贞 zhong1zhen1 loyal and dependable
贞洁 zhen1jie2 chastity
贞节 zhen1jie2 chastity; virginity (of women); moral integrity (of men); loyalty; constancy" 2433
摧 cui1 "cui1 mie4 den4 chuan2 xu3" ⿰扌崔 "摧 cui1 to break; to destroy; to devastate; to ravage; to repress
摧毁 cui1hui3 to destroy; to wreck
摧残 cui1can2 to ravage; to ruin" 2434
坟 fen2 "pian3 heng4 qu2 fen2 tiao2" ⿰土文 "坟 fen2 grave; tomb; embankment; mound
坟墓 fen2mu4 grave; tomb
坟地 fen2di4 graveyard; cemetery
坟场 fen2chang3 cemetery
坟头 fen2tou2 burial mound" 2435
潘 pan1 "chi2 meng4 pan1 hang1 hen4" ⿰氵番 "潘 pan1 pan, faun in greek mythology, son of hermes" 2436
禾 he2 "fou3 zhuo1 he2 pang1 tu1" "⿱丿木 or ⿻千𠆢" "禾 he2 cereal; grain" 2437
契 qi4 "nai4 qi4 xiong1 hua1 sou3" "⿱㓞大(GHTKV) or ⿱𭃌大(J)" "契 qi4 to carve; carved words; to agree; a contract; a deed
